ID,Edad,Ciudad,Puntaje,Ingreso
958,37,Guadalajara,52,38224
959,45,Puebla,95,5500
960,28,Toluca,79,33994
961,21,CDMX,59,41642
962,32,Toluca,98,28014
963,23,Monterrey,78,9973
964,47,Puebla,89,9774
965,55,Puebla,67,20519
966,19,Guadalajara,61,25580
967,32,Puebla,98,28099
968,28,Toluca,72,42484
969,25,Monterrey,60,47588
970,43,CDMX,58,18302
971,62,Puebla,73,8234
972,61,CDMX,74,11494
973,22,Puebla,74,19239
974,23,Monterrey,96,9498
975,43,Toluca,58,49198
976,21,Monterrey,61,10267
977,36,CDMX,60,17546
978,37,Puebla,98,29479
979,50,CDMX,87,41437
980,37,Toluca,77,14657
981,29,Monterrey,57,27453
982,64,CDMX,59,39729
983,18,CDMX,74,22259
984,43,Toluca,96,33645
985,31,Puebla,85,17093
986,55,CDMX,99,13734
987,54,Toluca,92,8516
988,28,Puebla,58,20032
989,53,Puebla,90,25883
990,30,Monterrey,57,30594
991,60,Toluca,52,45001
992,20,Puebla,67,31004
993,50,Monterrey,95,18170
994,23,Guadalajara,84,43715
995,27,Toluca,66,21958
996,22,Guadalajara,85,22842
997,40,Puebla,77,45163
998,27,Toluca,99,31075
999,61,Monterrey,64,31067
1000,19,Puebla,68,8172
1001,30,Toluca,71,41195
1002,57,Toluca,55,45566
1003,19,Guadalajara,96,12736
1004,37,Puebla,56,36268
1005,18,Monterrey,93,48475
1006,54,Monterrey,97,49511
1007,26,Puebla,58,9206
1008,34,Puebla,69,24348
1009,26,CDMX,86,41081
1010,28,Guadalajara,60,46641
1011,32,Puebla,51,29854
1012,41,Puebla,71,42226
1013,55,CDMX,97,23032
1014,52,CDMX,85,34272
1015,47,Toluca,54,47118
1016,48,Monterrey,56,45952
1017,22,Guadalajara,55,40109
1018,61,Toluca,71,39606
1019,31,Puebla,59,10538
1020,28,CDMX,95,49237
1021,26,Monterrey,89,14533
1022,51,Toluca,95,35792
1023,29,Monterrey,95,10477
1024,52,CDMX,69,14363
1025,52,Toluca,77,17264
1026,18,Toluca,72,16819
1027,57,Monterrey,84,17191
1028,39,CDMX,50,11499
1029,46,Puebla,78,49847
1030,25,Toluca,58,22668
1031,28,Puebla,58,13762
1032,58,CDMX,71,36292
1033,54,Toluca,51,24248
1034,31,Toluca,65,43813
1035,47,Puebla,89,49944
1036,52,Guadalajara,55,16333
1037,38,Puebla,62,35652
1038,54,Puebla,82,46406
1039,22,Guadalajara,68,18070
1040,36,CDMX,64,30856
1041,31,CDMX,82,36628
1042,43,Toluca,59,42807
1043,21,Monterrey,50,28423
1044,42,Monterrey,61,30212
1045,62,Toluca,92,40741
1046,59,Monterrey,78,9626
1047,42,Puebla,66,45767
1048,35,Puebla,53,7292
1049,57,Guadalajara,78,19859
1050,25,Guadalajara,56,35585
1051,56,Toluca,93,21807
1052,57,Toluca,62,8819
1053,31,Toluca,54,29087
1054,49,Puebla,55,6280
1055,55,Monterrey,83,18241
1056,50,Toluca,56,47779
1057,40,Toluca,95,19147
1058,32,Puebla,77,24816
1059,50,Puebla,95,6629
1060,42,Puebla,59,43267
1061,34,Monterrey,53,13634
1062,50,Toluca,52,8014
1063,64,CDMX,74,15773
1064,19,CDMX,72,22881
1065,31,Toluca,76,13280
1066,57,Toluca,63,30555
1067,57,Toluca,87,46421
1068,56,Toluca,81,24936
1069,23,Monterrey,72,32332
1070,23,CDMX,96,49588
1071,20,Guadalajara,89,32077
1072,24,CDMX,86,12637
1073,25,CDMX,52,29955
1074,59,Puebla,84,25880
1075,32,Toluca,62,21155
1076,64,Toluca,83,8060
1077,46,Toluca,73,45278
1078,50,Puebla,50,7950
1079,47,Monterrey,61,28802
1080,56,Monterrey,57,11063
1081,44,Guadalajara,68,19205
1082,53,Monterrey,58,49690
1083,46,Monterrey,77,31507
1084,55,Toluca,63,12661
1085,50,CDMX,76,41189
1086,54,Monterrey,67,39758
1087,44,Monterrey,91,18057
1088,50,Puebla,90,25240
1089,21,Guadalajara,55,39250
1090,39,Puebla,82,40313
1091,19,Toluca,86,41988
1092,27,CDMX,91,17491
1093,22,Guadalajara,74,38410
1094,27,Puebla,62,18332
1095,50,Monterrey,72,25302
1096,55,Monterrey,85,39354
1097,30,Guadalajara,82,23793
1098,48,Monterrey,70,11504
1099,64,Puebla,83,33425
1100,53,Puebla,85,34811
1101,62,Monterrey,66,34746
1102,41,Monterrey,59,22225
1103,32,Toluca,72,44696
1104,46,CDMX,93,35973
1105,25,Guadalajara,51,42355
1106,22,Puebla,84,32196
1107,46,Guadalajara,63,24290
1108,64,Toluca,96,47954
1109,21,Puebla,94,15124
1110,29,Toluca,90,42824
1111,62,Toluca,51,43750
1112,19,Monterrey,68,7272
1113,44,Guadalajara,65,11141
1114,48,Guadalajara,92,29678
1115,53,Monterrey,93,14161
1116,53,Guadalajara,74,6071
1117,43,Monterrey,50,22120
1118,60,Puebla,51,30941
1119,44,Toluca,97,44144
1120,22,Toluca,76,29133
1121,37,Guadalajara,51,8630
1122,28,CDMX,79,5227
1123,27,Toluca,59,44433
1124,57,Monterrey,68,19008
1125,55,CDMX,91,24954
1126,23,CDMX,65,45761
1127,25,Toluca,62,19675
1128,40,Toluca,97,6619
1129,64,Toluca,99,17885
1130,43,Monterrey,57,7204
1131,63,CDMX,99,45510
1132,60,Guadalajara,80,16694
1133,29,Monterrey,94,49586
1134,43,Puebla,74,45342
1135,30,Toluca,88,14373
1136,57,CDMX,70,16448
1137,35,Monterrey,99,36210
1138,42,Puebla,87,30410
1139,50,Monterrey,90,34028
1140,64,Monterrey,78,7764
1141,57,Guadalajara,55,48369
1142,60,Guadalajara,67,16467
1143,29,Monterrey,98,13199
1144,61,Puebla,93,32095
1145,53,CDMX,84,48179
1146,21,CDMX,76,37463
1147,22,Toluca,54,44007
1148,54,Toluca,56,18617
1149,25,CDMX,59,33304
1150,59,Monterrey,59,8329
1151,45,Monterrey,77,36193
1152,48,Guadalajara,85,16563
1153,26,Guadalajara,59,10584
1154,46,Toluca,99,13805
1155,31,CDMX,84,30264
1156,57,Monterrey,84,14089
1157,58,CDMX,86,18639
1158,39,Puebla,97,29685
1159,28,CDMX,69,16110
1160,40,Puebla,62,38928
1161,18,Guadalajara,60,49941
1162,63,Guadalajara,94,26128
1163,54,Toluca,68,45099
1164,38,CDMX,77,19684
1165,43,CDMX,87,29419
1166,63,Puebla,94,6527
1167,53,Guadalajara,53,20220
1168,40,Puebla,86,28702
1169,18,Guadalajara,68,47873
1170,57,Puebla,86,32757
1171,32,Guadalajara,63,18085
1172,38,Puebla,80,20205
1173,64,Guadalajara,77,25994
1174,26,Puebla,85,35945
1175,26,CDMX,93,25634
1176,27,Toluca,87,47966
1177,43,Puebla,68,35569
1178,58,Toluca,91,35175
1179,52,CDMX,50,11626
1180,42,CDMX,72,40623
1181,43,Guadalajara,77,8964
1182,28,Toluca,97,23058
1183,55,Monterrey,53,30766
1184,19,Guadalajara,90,40160
1185,24,Toluca,67,21262
1186,35,Puebla,98,44646
1187,44,Puebla,96,39689
1188,51,CDMX,88,33965
1189,44,Monterrey,74,15884
1190,34,Puebla,67,9433
1191,60,Toluca,55,23211
1192,61,Toluca,68,15691
1193,41,Puebla,61,36063
1194,42,Toluca,74,38484
1195,24,Toluca,84,26244
1196,23,CDMX,50,29660
1197,41,Monterrey,54,41536
1198,50,CDMX,50,40475
1199,46,Monterrey,57,35084
1200,60,Toluca,88,29802
1201,39,Monterrey,96,47267
1202,43,Toluca,92,25614
1203,45,Toluca,67,10033
1204,38,CDMX,95,9386
1205,24,CDMX,58,17150
1206,34,Guadalajara,54,13157
1207,37,Puebla,53,35408
1208,58,Guadalajara,93,12675
1209,37,Guadalajara,78,31228
1210,39,Monterrey,50,23251
1211,45,Toluca,79,28349
1212,57,Toluca,94,20826
1213,24,Toluca,50,14124
1214,18,Puebla,52,11588
1215,49,Monterrey,71,35943
1216,30,Monterrey,57,33034
1217,47,Toluca,67,27151
1218,40,Guadalajara,74,37400
1219,36,Puebla,97,18536
1220,49,Guadalajara,69,7700
1221,47,CDMX,80,31074
1222,46,Monterrey,79,13809
1223,62,Monterrey,65,20115
1224,46,Guadalajara,51,24071
1225,47,Puebla,66,43100
1226,33,Monterrey,59,28190
1227,57,Guadalajara,56,26440
1228,36,Puebla,91,31080
1229,35,Guadalajara,58,49927
1230,18,Puebla,66,37947
1231,31,Toluca,58,12996
1232,64,Puebla,58,48545
1233,19,CDMX,86,19862
1234,45,Toluca,73,43232
1235,47,Guadalajara,88,28104
1236,55,Toluca,60,22305
1237,21,Toluca,57,40860
1238,18,Guadalajara,74,10527
1239,25,Guadalajara,95,49559
1240,46,CDMX,51,18727
1241,56,Guadalajara,59,34967
1242,20,Monterrey,73,28849
1243,49,Monterrey,97,7719
1244,27,CDMX,65,17924
1245,27,Puebla,68,14215
1246,36,Puebla,80,29588
1247,63,Monterrey,60,30290
1248,51,Guadalajara,55,25009
1249,50,CDMX,55,36912
1250,40,Puebla,81,6144
1251,45,Puebla,88,42302
1252,49,Toluca,97,19635
1253,24,Monterrey,62,38488
1254,46,Guadalajara,52,6006
1255,25,CDMX,90,16490
1256,18,Puebla,84,32044
1257,20,Toluca,87,12099
1258,41,Monterrey,66,28500
1259,40,Monterrey,52,5537
1260,25,CDMX,83,16016
1261,64,Puebla,61,40453
1262,54,CDMX,73,6980
1263,20,CDMX,55,10906
1264,50,Toluca,91,38307
1265,45,Monterrey,60,28430
1266,64,Guadalajara,97,49844
1267,25,Monterrey,76,33629
1268,51,Monterrey,97,32775
1269,52,Toluca,73,45029
1270,49,Guadalajara,67,35398
1271,41,Puebla,76,46988
1272,31,Guadalajara,90,5051
1273,49,Puebla,70,29818
1274,63,Guadalajara,83,6686
1275,60,CDMX,82,24205
1276,33,Guadalajara,97,27947
1277,21,Toluca,67,13096
1278,54,Puebla,52,47800
1279,38,Monterrey,73,13616
1280,31,Toluca,50,48087
1281,48,Puebla,55,13545
1282,35,Puebla,68,41458
1283,24,Monterrey,71,13484
1284,27,CDMX,92,5716
1285,24,Toluca,57,28667
1286,50,Monterrey,54,34200
1287,40,Monterrey,58,9575
1288,38,CDMX,96,25956
1289,36,Toluca,70,15670
1290,36,Monterrey,77,20637
1291,53,CDMX,95,21346
1292,46,Toluca,53,31940
1293,35,Guadalajara,73,38405
1294,19,Puebla,57,45747
1295,18,CDMX,66,14491
1296,64,Puebla,83,17631
1297,22,Guadalajara,69,26934
1298,37,Monterrey,65,32182
1299,28,Monterrey,59,13903
1300,59,Toluca,83,32186
1301,19,CDMX,92,16725
1302,20,CDMX,59,17070
1303,40,Toluca,79,41109
1304,29,Puebla,79,21068
1305,37,Monterrey,74,10550
1306,22,Monterrey,95,23167
1307,54,CDMX,92,30443
1308,55,CDMX,90,19688
1309,47,Toluca,56,43351
1310,26,Guadalajara,96,34548
1311,51,Puebla,69,17113
1312,61,Guadalajara,66,27289
1313,52,Guadalajara,52,23160
1314,39,CDMX,96,38849
1315,61,CDMX,95,24309
1316,41,CDMX,89,41852
1317,34,Guadalajara,85,45396
1318,27,Puebla,75,11195
1319,47,CDMX,59,6011
1320,63,Monterrey,83,29286
1321,40,Puebla,63,38581
1322,49,Monterrey,57,17138
1323,34,Puebla,76,31719
1324,34,CDMX,59,38040
1325,31,Toluca,99,25028
1326,26,CDMX,64,21192
1327,57,Guadalajara,86,23100
1328,19,Guadalajara,71,11276
1329,62,Puebla,94,32551
1330,42,Guadalajara,99,11828
1331,56,CDMX,80,38124
1332,26,Monterrey,51,18654
1333,39,CDMX,94,5203
1334,60,Puebla,80,25129
1335,63,Guadalajara,63,11614
1336,21,Monterrey,59,38264
1337,43,Toluca,79,17989
1338,46,Monterrey,85,6579
1339,62,Monterrey,96,9876
1340,51,CDMX,89,45618
1341,40,Toluca,64,9125
1342,54,Puebla,63,10328
1343,28,Puebla,80,47040
1344,23,Monterrey,78,16696
1345,35,Monterrey,76,41147
1346,38,Guadalajara,70,21119
1347,59,Toluca,58,29017
1348,53,Monterrey,69,31204
1349,58,Guadalajara,84,24562
1350,55,Toluca,64,29428
1351,51,Puebla,73,26497
1352,34,Guadalajara,98,8372
1353,54,Toluca,65,28147
1354,42,Guadalajara,85,22453
1355,55,Monterrey,60,38960
1356,29,CDMX,57,22197
1357,40,Puebla,52,38920
1358,59,Monterrey,68,6883
1359,39,Monterrey,95,21651
1360,38,Toluca,90,25055
1361,44,Guadalajara,52,7812
1362,48,Puebla,85,35445
1363,23,Monterrey,74,11562
1364,44,Toluca,85,12013
1365,57,Puebla,60,10177
1366,51,Guadalajara,65,25469
1367,29,Monterrey,66,36229
1368,62,Monterrey,91,34101
1369,24,Monterrey,73,32987
1370,27,Puebla,66,28105
1371,62,Puebla,97,28467
1372,34,Puebla,69,22433
1373,43,Puebla,71,23217
1374,38,Toluca,55,36308
1375,45,CDMX,56,13989
1376,63,Toluca,63,42235
1377,19,Monterrey,60,24359
1378,60,Toluca,61,10155
1379,18,Guadalajara,95,12961
1380,53,Puebla,54,28983
1381,43,Guadalajara,54,12186
1382,46,Guadalajara,69,12506
1383,38,Monterrey,64,46026
1384,28,Puebla,75,35225
1385,57,Guadalajara,82,12791
1386,28,Monterrey,79,32597
1387,53,Puebla,73,11770
1388,56,CDMX,72,14893
1389,57,Monterrey,58,30154
1390,52,Toluca,52,29318
1391,51,Puebla,85,45755
1392,64,Guadalajara,97,44933
1393,41,Guadalajara,56,18514
1394,39,Toluca,71,36358
1395,22,Toluca,63,27438
1396,50,Guadalajara,97,42273
1397,53,Puebla,78,32456
1398,64,Monterrey,99,28631
1399,37,Toluca,65,10807
1400,36,Toluca,97,11256
1401,52,Toluca,83,20156
1402,60,CDMX,59,16908
1403,34,Puebla,56,29435
1404,62,Puebla,74,9284
1405,60,Puebla,76,35432
1406,51,Puebla,64,19438
1407,26,Puebla,81,39922
1408,43,Guadalajara,77,45510
1409,19,Toluca,58,19227
1410,26,Guadalajara,56,19265
1411,26,CDMX,65,24188
1412,57,Monterrey,75,23604
1413,34,Toluca,84,33565
1414,18,CDMX,66,37588
1415,42,Guadalajara,72,46958
1416,60,Monterrey,57,37074
1417,57,CDMX,51,22105
1418,59,Monterrey,80,30790
1419,42,CDMX,81,28358
1420,56,Guadalajara,78,35944
1421,52,Monterrey,52,27187
1422,20,CDMX,57,9025
1423,54,Guadalajara,51,33155
1424,61,Toluca,80,29512
1425,61,Guadalajara,98,20907
1426,47,Guadalajara,86,19469
1427,55,Toluca,69,42924
1428,51,Guadalajara,78,19410
1429,29,Toluca,66,48763
1430,36,Toluca,59,42580
1431,54,Toluca,90,13650
1432,61,CDMX,71,31277
1433,34,Monterrey,55,7456
1434,27,CDMX,92,21590
1435,64,Toluca,83,32892
1436,29,Monterrey,80,22740
1437,33,Monterrey,61,16788
1438,41,Toluca,61,28845
1439,36,Monterrey,65,12156
1440,25,Monterrey,74,13151
1441,48,CDMX,71,31515
1442,38,Monterrey,76,15987
1443,34,Toluca,73,17560
1444,40,Puebla,61,7673
1445,54,Puebla,67,11823
1446,33,Puebla,94,44644
1447,23,Toluca,96,33365
1448,25,Puebla,65,43741
1449,42,CDMX,53,13282
1450,35,Toluca,61,46435
1451,42,Toluca,98,13056
1452,29,Toluca,82,39814
1453,32,Monterrey,71,26691
1454,43,Monterrey,67,45504
1455,58,Monterrey,97,41458
1456,62,Guadalajara,82,33601
1457,43,CDMX,76,26013
1458,64,Toluca,91,40513
1459,49,Toluca,68,28407
1460,27,Monterrey,97,29660
1461,33,Toluca,63,7639
1462,24,Toluca,74,26320
1463,34,Puebla,83,5076
1464,40,Toluca,73,11473
1465,43,Guadalajara,87,15622
1466,38,Monterrey,72,23808
1467,39,CDMX,54,10296
1468,24,CDMX,93,27951
1469,31,Puebla,85,27470
1470,32,CDMX,73,5405
1471,24,CDMX,85,20345
1472,26,Monterrey,54,5397
1473,25,Monterrey,88,19665
1474,40,Guadalajara,55,19560
1475,46,Puebla,94,31376
1476,35,CDMX,85,24857
1477,48,Guadalajara,94,37506
1478,47,Puebla,53,47768
1479,56,CDMX,59,42757
1480,52,CDMX,50,25310
1481,35,Monterrey,70,23328
1482,59,Toluca,89,46397
1483,56,Puebla,88,43159
1484,34,CDMX,86,37990
1485,31,Puebla,52,12830
1486,48,Guadalajara,96,41768
1487,41,Guadalajara,80,24048
1488,52,Toluca,76,26748
1489,61,CDMX,66,10393
1490,62,Monterrey,72,28885
1491,51,CDMX,62,5603
1492,20,Puebla,96,11295
1493,54,Guadalajara,76,46148
1494,60,Puebla,69,12103
1495,57,Toluca,95,30251
1496,43,Guadalajara,62,19546
1497,40,Monterrey,93,20456
1498,61,Guadalajara,73,23228
1499,56,CDMX,90,19674
1500,32,CDMX,52,5046
1501,21,Guadalajara,92,5819
1502,46,Toluca,59,41575
1503,39,CDMX,50,24406
1504,42,CDMX,98,6080
1505,30,Monterrey,62,8146
1506,35,Guadalajara,63,16926
1507,50,CDMX,82,20930
1508,33,Toluca,51,20287
1509,62,Puebla,51,44509
1510,59,Guadalajara,88,39985
1511,61,Monterrey,90,7886
1512,19,CDMX,80,18344
1513,52,Toluca,53,27018
1514,59,Guadalajara,83,46755
1515,51,Toluca,68,12293
1516,47,Toluca,86,8006
1517,30,Monterrey,58,44726
1518,30,Guadalajara,73,29356
1519,35,CDMX,62,48349
1520,49,Monterrey,93,41911
1521,49,CDMX,79,19699
1522,52,Puebla,68,33434
1523,56,Toluca,90,22602
1524,63,Puebla,59,45786
1525,46,Toluca,91,14952
1526,46,Monterrey,93,46684
1527,61,CDMX,63,35489
1528,33,CDMX,89,37905
1529,61,Monterrey,97,18381
1530,64,Guadalajara,98,18893
1531,27,Puebla,69,33130
1532,47,Puebla,53,35415
1533,42,CDMX,87,24143
1534,56,CDMX,93,37826
1535,37,CDMX,99,5388
1536,22,Monterrey,88,17116
1537,18,Guadalajara,54,24806
1538,47,Puebla,91,44780
1539,20,Toluca,81,9852
1540,62,Monterrey,55,13627
1541,31,Puebla,63,34048
1542,47,Guadalajara,55,39750
1543,21,Monterrey,63,32014
1544,35,Puebla,61,16060
1545,54,Monterrey,76,48179
1546,42,Puebla,75,13209
1547,18,Puebla,61,43197
1548,63,Guadalajara,57,17158
1549,32,Toluca,59,23076
1550,26,Guadalajara,65,9376
1551,32,Puebla,75,24651
1552,41,Monterrey,57,28948
1553,21,Guadalajara,90,23079
1554,29,Toluca,94,18978
1555,54,Puebla,78,17705
1556,54,Guadalajara,69,31907
1557,60,Guadalajara,66,26831
1558,23,Guadalajara,68,48629
1559,56,Guadalajara,66,12965
1560,63,Monterrey,88,15248
1561,41,Toluca,50,28633
1562,28,Toluca,78,34503
1563,30,Puebla,63,12461
1564,51,CDMX,66,31998
1565,42,Monterrey,62,17821
1566,24,Puebla,78,24870
1567,21,Puebla,83,18410
1568,25,Guadalajara,76,27185
1569,37,CDMX,95,24133
1570,46,CDMX,82,29169
1571,62,Monterrey,78,28359
1572,63,CDMX,86,32400
1573,27,Puebla,88,39173
1574,60,CDMX,68,16179
1575,51,CDMX,95,41343
1576,43,Toluca,73,40495
1577,58,Puebla,63,11487
1578,20,CDMX,96,19760
1579,23,CDMX,86,31439
1580,22,Guadalajara,54,31929
1581,22,CDMX,73,11291
1582,64,CDMX,83,32472
1583,40,Toluca,99,34403
1584,26,Puebla,80,7501
1585,52,Monterrey,79,48040
1586,37,Puebla,58,6755
1587,59,Guadalajara,76,41158
1588,52,Puebla,77,10816
1589,35,CDMX,91,22600
1590,34,Guadalajara,75,37616
1591,41,Puebla,67,6890
1592,20,Guadalajara,85,16223
1593,49,Monterrey,57,29966
1594,52,Puebla,67,12688
1595,55,CDMX,69,44268
1596,30,Guadalajara,81,44484
1597,64,Toluca,78,32553
1598,42,Guadalajara,98,8746
1599,26,Toluca,97,23579
1600,21,CDMX,67,18014
1601,31,Monterrey,56,46961
1602,54,Toluca,50,41397
1603,51,Monterrey,77,12766
1604,28,Guadalajara,82,11147
1605,58,CDMX,99,6063
1606,20,Toluca,53,13830
1607,45,Guadalajara,69,48702
1608,46,Puebla,85,14334
1609,26,Guadalajara,80,15312
1610,20,Monterrey,87,30127
1611,42,CDMX,77,41043
1612,51,CDMX,52,5976
1613,29,Guadalajara,55,49174
1614,59,Puebla,94,16739
1615,26,Monterrey,72,9069
1616,32,Guadalajara,56,20604
1617,57,Guadalajara,85,19612
1618,42,CDMX,50,44170
1619,22,Monterrey,55,5345
1620,28,Puebla,73,42710
1621,51,CDMX,86,24326
1622,41,Guadalajara,94,14363
1623,32,CDMX,85,8770
1624,55,CDMX,73,49121
1625,25,Toluca,87,13424
1626,22,CDMX,94,16990
1627,43,CDMX,78,13048
1628,35,Monterrey,86,33722
1629,23,CDMX,94,49867
1630,54,Puebla,81,49659
1631,30,Guadalajara,74,37137
1632,45,Monterrey,59,20573
1633,22,CDMX,84,21834
1634,30,Puebla,74,14554
1635,34,Guadalajara,76,38118
1636,57,Monterrey,94,32272
1637,62,Puebla,81,47268
1638,49,CDMX,61,41772
1639,46,Toluca,53,16117
1640,20,Toluca,91,26062
1641,57,Monterrey,75,21628
1642,51,Puebla,52,18015
1643,57,Guadalajara,66,9734
1644,44,Puebla,58,20162
1645,30,Toluca,78,49505
1646,62,Monterrey,50,14659
1647,50,CDMX,67,21795
1648,23,Puebla,90,38581
1649,41,Toluca,69,33917
1650,36,Guadalajara,90,23114
1651,33,Monterrey,83,11643
1652,57,CDMX,77,18269
1653,45,Puebla,97,23358
1654,50,Guadalajara,84,38317
1655,58,CDMX,65,37493
1656,30,Toluca,70,23321
1657,60,Toluca,62,5203
1658,62,Guadalajara,84,20718
1659,42,Toluca,91,41356
1660,59,Monterrey,81,40304
1661,53,Guadalajara,99,27172
1662,44,Toluca,87,13298
1663,55,Puebla,55,25195
1664,24,Toluca,99,40469
1665,22,Monterrey,87,49857
1666,60,CDMX,87,15411
1667,62,CDMX,62,12825
1668,48,Toluca,95,36238
1669,40,CDMX,88,43742
1670,59,Toluca,62,9090
1671,27,Monterrey,96,28340
1672,49,CDMX,61,32151
1673,60,Puebla,82,48327
1674,47,Toluca,77,14252
1675,56,CDMX,52,40314
1676,48,Monterrey,67,8736
1677,35,Monterrey,75,6672
1678,53,Puebla,89,5401
1679,19,Monterrey,51,20322
1680,31,Monterrey,53,30177
1681,30,CDMX,99,16191
1682,46,Toluca,77,42081
1683,29,Guadalajara,77,19665
1684,56,Monterrey,74,49412
1685,19,Monterrey,75,49594
1686,49,Guadalajara,94,44047
1687,30,Monterrey,96,36513
1688,63,CDMX,51,7967
1689,44,CDMX,91,42018
1690,58,Guadalajara,83,29795
1691,34,Monterrey,79,8238
1692,57,Monterrey,70,13513
1693,48,Toluca,93,7738
1694,51,Monterrey,86,9936
1695,41,CDMX,93,39604
1696,62,Puebla,72,35806
1697,52,Puebla,82,6568
1698,23,Puebla,51,48282
1699,36,Puebla,76,35860
1700,47,Monterrey,97,9720
1701,24,Monterrey,71,45725
1702,27,Toluca,83,48923
1703,58,Monterrey,65,13544
1704,49,Puebla,69,30604
1705,51,Guadalajara,75,44293
1706,45,Guadalajara,65,21083
1707,32,CDMX,55,12935
1708,47,CDMX,94,35029
1709,54,Monterrey,93,31585
1710,46,Guadalajara,72,28898
1711,39,Puebla,91,28449
1712,21,Puebla,86,11737
1713,37,Puebla,57,40308
1714,49,Monterrey,55,25203
1715,53,Monterrey,86,34059
1716,21,Toluca,71,30448
1717,44,Puebla,55,22218
1718,34,Puebla,81,24708
1719,29,Monterrey,66,22013
1720,39,Monterrey,87,7986
1721,34,Toluca,66,29317
1722,27,Toluca,86,30382
1723,18,CDMX,72,11485
1724,39,Guadalajara,98,35504
1725,43,Puebla,98,28528
1726,35,Puebla,62,16772
1727,31,Toluca,81,15152
1728,64,Toluca,71,17531
1729,46,CDMX,56,35078
1730,29,Guadalajara,71,43635
1731,53,CDMX,70,30919
1732,52,Guadalajara,55,27900
1733,29,Puebla,63,42394
1734,24,CDMX,65,40030
1735,46,Toluca,52,7414
1736,28,CDMX,58,15353
1737,50,CDMX,96,20559
1738,23,Puebla,70,17312
1739,64,Toluca,99,32557
1740,32,Toluca,79,43008
1741,49,Monterrey,79,19053
1742,28,Monterrey,91,46817
1743,40,Monterrey,91,42890
1744,43,Puebla,81,9993
1745,51,CDMX,72,23876
1746,63,Toluca,52,13211
1747,51,Toluca,50,18515
1748,46,CDMX,52,46765
1749,21,Toluca,86,21335
1750,34,CDMX,56,7175
1751,52,Puebla,52,7405
1752,30,Puebla,85,12341
1753,58,Puebla,98,29284
1754,56,CDMX,52,33002
1755,32,CDMX,53,30456
1756,46,Guadalajara,80,31260
1757,46,Toluca,51,48924
1758,28,Toluca,63,20963
1759,49,Guadalajara,86,22989
1760,19,Guadalajara,80,23941
1761,64,Puebla,51,30019
1762,31,Guadalajara,80,20779
1763,37,CDMX,96,23426
1764,39,Monterrey,92,35183
1765,28,CDMX,71,5778
1766,44,Guadalajara,59,40927
1767,20,Toluca,79,11395
1768,34,CDMX,82,39514
1769,61,Toluca,68,10974
1770,45,CDMX,95,10150
1771,46,Toluca,74,17132
1772,38,CDMX,95,47811
1773,64,Toluca,50,23492
1774,33,Monterrey,81,42442
1775,54,Puebla,74,41764
1776,37,CDMX,90,27466
1777,23,Monterrey,66,14550
1778,36,Puebla,63,40394
1779,22,CDMX,94,38258
1780,20,Monterrey,62,14487
1781,18,Monterrey,87,15273
1782,55,Monterrey,88,35931
1783,32,Guadalajara,51,24755
1784,51,Toluca,81,18684
1785,52,Puebla,81,31748
1786,42,Toluca,89,16366
1787,41,Toluca,55,36863
1788,29,Toluca,74,33329
1789,35,Monterrey,52,42757
1790,32,Toluca,67,49789
1791,61,Guadalajara,99,31525
1792,33,CDMX,87,41148
1793,44,Monterrey,92,43457
1794,25,Puebla,52,46371
1795,63,CDMX,97,45241
1796,42,CDMX,54,6676
1797,34,CDMX,73,45558
1798,46,Toluca,83,10282
1799,25,Toluca,96,31222
1800,32,Monterrey,97,18376
1801,44,Toluca,88,14431
1802,63,Toluca,97,38370
1803,24,Toluca,73,6937
1804,20,Monterrey,85,29505
1805,46,Monterrey,77,29601
1806,61,Guadalajara,97,44580
1807,41,Guadalajara,98,34255
1808,20,Guadalajara,83,6067
1809,37,Guadalajara,65,18401
1810,63,CDMX,85,43020
1811,32,CDMX,56,18472
1812,42,Guadalajara,67,38147
1813,47,Guadalajara,55,30860
1814,31,Puebla,99,25131
1815,24,CDMX,77,10196
1816,34,Puebla,88,26516
1817,61,Puebla,83,27424
1818,37,Toluca,90,18881
1819,53,Monterrey,78,35593
1820,26,CDMX,53,49887
1821,55,Guadalajara,63,46505
1822,39,Guadalajara,54,10259
1823,19,Monterrey,74,29850
1824,41,CDMX,88,49401
1825,25,Guadalajara,57,36593
1826,28,Guadalajara,64,15461
1827,30,Toluca,68,32684
1828,34,Puebla,60,40690
1829,25,Guadalajara,69,34824
1830,38,CDMX,85,8387
1831,35,Monterrey,67,26826
1832,47,Toluca,63,19553
1833,35,CDMX,87,47830
1834,63,Toluca,74,11959
1835,64,Puebla,65,47715
1836,48,Guadalajara,67,34379
1837,55,CDMX,50,27674
1838,49,Monterrey,89,14559
1839,28,Puebla,50,37252
1840,62,Puebla,50,31104
1841,42,Toluca,70,5551
1842,50,Puebla,74,5133
1843,55,CDMX,76,11607
